Order ID,Order Date,Region,Segment,Category,Sub-Category,Product Name,Ship Date,Ship Mode,Profit,Quantity,Sales
US-2021-147886,3/28/2021,West,Corporate,Office Supplies,Paper,Xerox 1975,3/31/2021,First Class,6.3504,2,12.96
US-2021-147886,3/28/2021,West,Corporate,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,3/31/2021,First Class,10.0624,1,26.48
US-2021-147886,3/28/2021,West,Corporate,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,3/31/2021,First Class,53.272,2,532.72
US-2021-147886,3/28/2021,West,Corporate,Office Supplies,Paper,Xerox 1968,3/31/2021,First Class,12.8256,4,26.72
US-2021-147886,3/28/2021,West,Corporate,Office Supplies,Paper,Xerox 1977,3/31/2021,First Class,9.6192,3,20.04
US-2021-147886,3/28/2021,West,Corporate,Office Supplies,Storage,SAFCO Boltless Steel Shelving,3/31/2021,First Class,7.9548,7,795.48
US-2021-147886,3/28/2021,West,Corporate,Furniture,Furnishings,Stackable Trays,3/31/2021,First Class,6.8992,7,21.56
CA-2020-113733,12/8/2020,South,Consumer,Technology,Phones,Cisco SPA301,12/12/2020,Standard Class,31.198,2,249.584
CA-2020-113733,12/8/2020,South,Consumer,Technology,Accessories,Maxell 4.7GB DVD-R,12/12/2020,Standard Class,17.8794,3,68.112
CA-2020-113733,12/8/2020,South,Consumer,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,12/12/2020,Standard Class,-2.484,3,16.56
CA-2021-104913,11/18/2021,East,Consumer,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",11/22/2021,Standard Class,36.7255,5,74.95
CA-2018-145800,5/30/2018,Central,Consumer,Furniture,Tables,Chromcraft Rectangular Conference Tables,6/5/2018,Standard Class,-184.8366,3,355.455
CA-2020-125850,1/22/2020,West,Consumer,Office Supplies,Labels,Avery 475,1/28/2020,Standard Class,22.2,3,44.4
CA-2020-125850,1/22/2020,West,Consumer,Office Supplies,Labels,Avery 476,1/28/2020,Standard Class,9.499,5,20.65
CA-2020-118514,2/3/2020,South,Consumer,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,2/10/2020,Standard Class,225.264,4,866.4
CA-2019-150749,3/29/2019,South,Consumer,Office Supplies,Art,Newell 333,4/3/2019,Second Class,1.4456,2,5.56
CA-2018-163748,10/14/2018,Central,Consumer,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",10/18/2018,Standard Class,-8.532,4,3.16
CA-2018-163748,10/14/2018,Central,Consumer,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,10/18/2018,Standard Class,624.9875,5,1999.96
CA-2019-119634,8/11/2019,South,Consumer,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",8/16/2019,Standard Class,12.1149,3,46.152
CA-2019-149300,11/22/2019,South,Consumer,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,11/23/2019,First Class,-1.9791,3,32.985
US-2020-111528,12/30/2020,West,Home Office,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,12/30/2020,Same Day,125.1432,4,481.32
US-2020-111528,12/30/2020,West,Home Office,Office Supplies,Binders,Cardinal Hold-It CD Pocket,12/30/2020,Same Day,2.1546,1,6.384
CA-2021-158169,8/12/2021,West,Consumer,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,8/15/2021,First Class,152.0232,3,542.94
CA-2021-158169,8/12/2021,West,Consumer,Furniture,Furnishings,DAX Wood Document Frame,8/15/2021,First Class,19.7712,4,54.92
CA-2019-162047,11/3/2019,East,Corporate,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,11/5/2019,First Class,209.274,10,1448.82
CA-2019-117772,9/10/2019,West,Consumer,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",9/12/2019,Second Class,17.694,6,353.88
US-2018-126340,11/8/2018,West,Consumer,Technology,Phones,Toshiba IPT2010-SD IP Telephone,11/14/2018,Standard Class,25.0182,3,333.576
CA-2020-149685,10/8/2020,Central,Home Office,Office Supplies,Labels,Avery 50,10/15/2020,Standard Class,20.2986,6,60.144
CA-2021-126396,9/8/2021,Central,Corporate,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,9/12/2021,Second Class,20.235,6,85.2
CA-2019-154900,2/25/2019,East,Consumer,Office Supplies,Labels,Avery 518,3/1/2019,Standard Class,1.512,1,3.15
CA-2019-154900,2/25/2019,East,Consumer,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",3/1/2019,Standard Class,10.224,4,22.72
CA-2019-103835,9/24/2019,West,Corporate,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9/28/2019,Standard Class,4.6221,3,14.91
CA-2019-103835,9/24/2019,West,Corporate,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,9/28/2019,Standard Class,335.8548,4,1158.12
CA-2019-158939,11/26/2019,Central,Corporate,Technology,Copiers,Canon PC1080F Personal Copier,12/1/2019,Standard Class,233.9961,1,599.99
CA-2020-117408,8/31/2020,Central,Consumer,Office Supplies,Storage,Super Decoflex Portable Personal File,9/6/2020,Standard Class,2.3968,2,23.968
CA-2020-142398,4/12/2020,West,Consumer,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,4/16/2020,Standard Class,-31.9144,7,638.288
CA-2020-142398,4/12/2020,West,Consumer,Office Supplies,Binders,JM Magazine Binder,4/16/2020,Standard Class,4.6228,1,13.208
CA-2020-105277,12/4/2020,East,Consumer,Office Supplies,Binders,GBC Instant Report Kit,12/8/2020,Standard Class,5.823,3,15.528
CA-2020-112060,12/4/2020,West,Consumer,Office Supplies,Paper,Xerox 1915,12/9/2020,Standard Class,50.328,1,104.85
CA-2018-105270,11/11/2018,West,Consumer,Office Supplies,Art,50 Colored Long Pencils,11/18/2018,Standard Class,7.9248,3,30.48
CA-2018-105270,11/11/2018,West,Consumer,Furniture,Chairs,Hon Olson Stacker Stools,11/18/2018,Standard Class,11.2648,1,112.648
US-2019-159513,4/2/2019,West,Consumer,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",4/9/2019,Standard Class,24.2919,3,71.976
CA-2019-155586,12/12/2019,West,Consumer,Office Supplies,Art,Newell 311,12/16/2019,Second Class,0.5967,1,2.21
CA-2019-155586,12/12/2019,West,Consumer,Office Supplies,Envelopes,Peel & Seel Envelopes,12/16/2019,Second Class,7.4496,4,15.52
CA-2019-155586,12/12/2019,West,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",12/16/2019,Second Class,16.398,4,36.44
CA-2021-141117,10/2/2021,West,Consumer,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,10/8/2021,Standard Class,-384.7164,6,217.764
CA-2021-141117,10/2/2021,West,Consumer,Office Supplies,Supplies,Acme Softgrip Scissors,10/8/2021,Standard Class,4.3956,6,39.072
CA-2021-141117,10/2/2021,West,Consumer,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10/8/2021,Standard Class,-16.6012,7,22.638
CA-2021-141117,10/2/2021,West,Consumer,Office Supplies,Art,Berol Giant Pencil Sharpener,10/8/2021,Standard Class,10.7037,7,95.144
CA-2021-115070,4/10/2021,South,Corporate,Furniture,Furnishings,Stackable Trays,4/14/2021,Second Class,1.848,5,12.32
CA-2021-115070,4/10/2021,South,Corporate,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4/14/2021,Second Class,-3.0933,3,4.419
CA-2021-140186,9/29/2021,West,Consumer,Office Supplies,Fasteners,Advantus Plastic Paper Clips,10/2/2021,First Class,16.8,7,35
CA-2021-140186,9/29/2021,West,Consumer,Furniture,Chairs,"Leather Task Chair, Black",10/2/2021,First Class,0,1,72.784
CA-2021-140186,9/29/2021,West,Consumer,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",10/2/2021,First Class,25.4384,2,97.84
CA-2021-140186,9/29/2021,West,Consumer,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10/2/2021,First Class,15.525,1,51.75
CA-2021-140186,9/29/2021,West,Consumer,Office Supplies,Binders,Binding Machine Supplies,10/2/2021,First Class,16.3352,2,46.672
CA-2018-124856,9/29/2018,East,Consumer,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",10/3/2018,Second Class,362.8404,9,1395.54
CA-2018-124856,9/29/2018,East,Consumer,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",10/3/2018,Second Class,36.3816,4,117.36
CA-2018-124856,9/29/2018,East,Consumer,Office Supplies,Labels,Avery 48,10/3/2018,Second Class,8.694,3,18.9
CA-2018-124856,9/29/2018,East,Consumer,Office Supplies,Paper,White Computer Printout Paper by Universal,10/3/2018,Second Class,37.9848,2,77.52
CA-2018-166716,8/20/2018,Central,Consumer,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",8/25/2018,Second Class,-6.0196,2,421.372
CA-2018-123225,7/11/2018,Central,Consumer,Technology,Phones,Polycom VVX 310 VoIP phone,7/14/2018,First Class,43.1976,4,575.968
CA-2018-123225,7/11/2018,Central,Consumer,Office Supplies,Paper,Xerox 200,7/14/2018,First Class,3.6288,2,10.368
CA-2019-163440,3/22/2019,West,Consumer,Technology,Phones,Square Credit Card Reader,3/24/2019,First Class,1.1988,2,15.984
US-2021-106796,5/12/2021,East,Home Office,Office Supplies,Art,Newell 347,5/19/2021,Standard Class,1.1556,3,10.272
CA-2021-113873,11/13/2021,Central,Corporate,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,11/19/2021,Standard Class,6.1792,4,61.792
CA-2021-113873,11/13/2021,Central,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",11/19/2021,Standard Class,-27.2646,3,205.9992
CA-2020-149783,9/4/2020,South,Consumer,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",9/7/2020,Second Class,4.1148,3,12.192
CA-2020-149783,9/4/2020,South,Consumer,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,9/7/2020,Second Class,8.7168,2,87.168
CA-2020-149783,9/4/2020,South,Consumer,Office Supplies,Art,Prismacolor Color Pencil Set,9/7/2020,Second Class,8.3328,2,31.744
CA-2020-125017,2/6/2020,South,Corporate,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",2/11/2020,Standard Class,-18.1808,4,132.224
US-2019-163279,3/22/2019,West,Corporate,Office Supplies,Paper,Easy-staple paper,3/26/2019,Standard Class,48.5392,4,105.52
US-2019-163279,3/22/2019,West,Corporate,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,3/26/2019,Standard Class,15.6332,2,91.96
US-2019-163279,3/22/2019,West,Corporate,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,3/26/2019,Standard Class,185.997,3,1487.976
CA-2019-150196,7/2/2019,East,Home Office,Office Supplies,Paper,Xerox 209,7/3/2019,First Class,9.3312,3,19.44
US-2019-106495,6/15/2019,South,Consumer,Technology,Accessories,Belkin Standard 104 key USB Keyboard,6/17/2019,First Class,-0.7295,1,11.672
CA-2018-124730,11/26/2018,East,Consumer,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,11/26/2018,Same Day,78.3888,4,279.96
CA-2018-124730,11/26/2018,East,Consumer,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",11/26/2018,Same Day,4.6806,3,12.912
CA-2018-124730,11/26/2018,East,Consumer,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,11/26/2018,Same Day,5.7672,4,17.088
CA-2018-124730,11/26/2018,East,Consumer,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",11/26/2018,Same Day,44.712,9,93.15
CA-2018-124730,11/26/2018,East,Consumer,Office Supplies,Labels,Avery File Folder Labels,11/26/2018,Same Day,5.6448,4,11.52
CA-2021-117632,5/12/2021,West,Corporate,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,5/18/2021,Standard Class,4.7724,2,238.62
CA-2021-117632,5/12/2021,West,Corporate,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,5/18/2021,Standard Class,2.0979,1,7.77
CA-2021-117632,5/12/2021,West,Corporate,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",5/18/2021,Standard Class,-10.7055,5,285.48
CA-2021-117632,5/12/2021,West,Corporate,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",5/18/2021,Standard Class,6.4692,4,19.168
CA-2018-115056,5/2/2018,East,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,5/2/2018,Same Day,1.9602,3,26.136
CA-2021-161067,9/3/2021,East,Home Office,Office Supplies,Paper,Xerox 189,9/6/2021,Second Class,201.312,4,419.4
CA-2021-161067,9/3/2021,East,Home Office,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,9/6/2021,Second Class,14.1246,1,90.801
CA-2021-161067,9/3/2021,East,Home Office,Furniture,Chairs,Global Low Back Tilter Chair,9/6/2021,Second Class,-8.0784,2,181.764
CA-2021-161067,9/3/2021,East,Home Office,Office Supplies,Art,Prang Drawing Pencil Set,9/6/2021,Second Class,2.224,2,5.56
CA-2020-122063,12/3/2020,Central,Consumer,Furniture,Tables,Hon 5100 Series Wood Tables,12/7/2020,Standard Class,104.7528,2,581.96
CA-2020-122063,12/3/2020,Central,Consumer,Furniture,Chairs,"Global Stack Chair with Arms, Black",12/7/2020,Standard Class,8.0946,1,29.98
CA-2019-111206,7/18/2019,West,Consumer,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,7/22/2019,Standard Class,176.7864,4,519.96
CA-2020-142895,7/21/2020,South,Consumer,Office Supplies,Labels,Avery 494,7/26/2020,Standard Class,2.0358,3,6.264
CA-2020-142895,7/21/2020,South,Consumer,Furniture,Chairs,"Leather Task Chair, Black",7/26/2020,Standard Class,0,5,363.92
CA-2019-101868,6/9/2019,South,Consumer,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",6/16/2019,Standard Class,-42.8,5,64.2
CA-2019-101868,6/9/2019,South,Consumer,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",6/16/2019,Standard Class,-26.964,3,38.52
CA-2019-101868,6/9/2019,South,Consumer,Technology,Accessories,Logitech Keyboard K120,6/16/2019,Standard Class,-8.1675,5,72.6
CA-2021-133207,11/27/2021,West,Consumer,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,12/3/2021,Standard Class,5.7568,4,57.568
CA-2019-132948,3/27/2019,West,Consumer,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,4/3/2019,Standard Class,3.348,5,83.7
CA-2019-134992,9/22/2019,South,Home Office,Office Supplies,Paper,Xerox 214,9/26/2019,Second Class,15.552,5,32.4
CA-2019-134992,9/22/2019,South,Home Office,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",9/26/2019,Second Class,11.0354,2,47.98
CA-2019-126725,11/17/2019,West,Consumer,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,11/21/2019,Standard Class,51.996,4,415.968
CA-2019-126725,11/17/2019,West,Consumer,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,11/21/2019,Standard Class,6.098,5,304.9
CA-2019-126725,11/17/2019,West,Consumer,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",11/21/2019,Standard Class,29.1456,4,80.96
CA-2019-126725,11/17/2019,West,Consumer,Office Supplies,Storage,Fellowes Recycled Storage Drawers,11/21/2019,Standard Class,54.4047,7,777.21
CA-2019-126725,11/17/2019,West,Consumer,Office Supplies,Paper,Xerox 203,11/21/2019,Standard Class,15.552,5,32.4
CA-2019-126725,11/17/2019,West,Consumer,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,11/21/2019,Standard Class,2.8196,2,225.568
CA-2019-126725,11/17/2019,West,Consumer,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,11/21/2019,Standard Class,15.372,3,36.6
CA-2019-121783,11/10/2019,Central,Home Office,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,11/14/2019,Standard Class,178.91,2,715.64
CA-2019-121783,11/10/2019,Central,Home Office,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,11/14/2019,Standard Class,143.1918,3,795.51
CA-2019-121783,11/10/2019,Central,Home Office,Technology,Copiers,Sharp 1540cs Digital Laser Copier,11/14/2019,Standard Class,274.995,1,549.99
CA-2019-121783,11/10/2019,Central,Home Office,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,11/14/2019,Standard Class,34.3896,3,74.76
CA-2019-121783,11/10/2019,Central,Home Office,Furniture,Furnishings,Staple-based wall hangings,11/14/2019,Standard Class,12.8568,3,29.22
US-2018-138835,9/10/2018,South,Home Office,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,9/14/2018,Standard Class,4.7236,2,9.64
CA-2019-112214,8/5/2019,Central,Corporate,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",8/11/2019,Standard Class,-1.2558,7,33.488
CA-2019-112214,8/5/2019,Central,Corporate,Office Supplies,Supplies,Stiletto Hand Letter Openers,8/11/2019,Standard Class,-4.896,3,23.04
CA-2019-112214,8/5/2019,Central,Corporate,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,8/11/2019,Standard Class,-2.1792,1,1.362
CA-2019-112214,8/5/2019,Central,Corporate,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",8/11/2019,Standard Class,-11.439,5,14.76
US-2021-153255,9/3/2021,West,Consumer,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",9/7/2021,Second Class,14.098,2,239.666
CA-2019-108119,11/1/2019,South,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",11/8/2019,Standard Class,45.294,2,301.96
CA-2019-157434,4/29/2019,East,Home Office,Office Supplies,Paper,Xerox 1949,5/4/2019,Second Class,2.8884,2,7.968
CA-2020-101525,5/1/2020,South,Consumer,Office Supplies,Paper,Xerox 1914,5/4/2020,Second Class,53.8608,2,109.92
CA-2020-101525,5/1/2020,South,Consumer,Office Supplies,Paper,Xerox 1994,5/4/2020,Second Class,9.3312,3,19.44
CA-2020-101525,5/1/2020,South,Consumer,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5/4/2020,Second Class,4.3524,2,11.16
US-2018-117968,8/5/2018,East,Corporate,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,8/7/2018,Second Class,22.2516,3,79.47
US-2018-117968,8/5/2018,East,Corporate,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",8/7/2018,Second Class,2.0064,2,4.56
US-2018-117968,8/5/2018,East,Corporate,Furniture,Chairs,Hon GuestStacker Chair,8/7/2018,Second Class,294.671,5,1133.35
CA-2020-158211,1/4/2020,East,Corporate,Office Supplies,Art,Newell 312,1/8/2020,Standard Class,0.584,1,4.672
CA-2020-158211,1/4/2020,East,Corporate,Office Supplies,Binders,Avery Arch Ring Binders,1/8/2020,Standard Class,-80.178,6,104.58
CA-2020-152247,11/7/2020,West,Home Office,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,11/12/2020,Standard Class,100.196,4,1603.136
CA-2020-128223,6/14/2020,West,Corporate,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",6/14/2020,Same Day,80.843,7,1293.488
CA-2020-154235,9/24/2020,Central,Consumer,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",9/28/2020,Standard Class,21.7515,3,127.95
CA-2021-129910,3/30/2021,South,Home Office,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",4/3/2021,Standard Class,16.7328,1,59.76
CA-2021-133095,6/4/2021,South,Home Office,Office Supplies,Binders,GBC VeloBind Cover Sets,6/4/2021,Same Day,54.04,7,108.08
CA-2021-133095,6/4/2021,South,Home Office,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,6/4/2021,Same Day,4.3884,3,9.54
CA-2019-130554,4/7/2019,East,Home Office,Office Supplies,Art,Newell 331,4/9/2019,First Class,1.0269,3,11.736
CA-2018-152443,5/21/2018,East,Home Office,Office Supplies,Binders,GBC ProClick Punch Binding System,5/26/2018,Standard Class,219.4514,7,447.86
CA-2018-152443,5/21/2018,East,Home Office,Office Supplies,Paper,Xerox 1992,5/26/2018,Standard Class,8.7906,3,17.94
CA-2018-152443,5/21/2018,East,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,5/26/2018,Standard Class,68.8464,6,245.88
CA-2020-133319,9/5/2020,East,Consumer,Office Supplies,Paper,Xerox 1885,9/11/2020,Standard Class,92.2368,4,192.16
CA-2020-133935,9/18/2020,West,Corporate,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,9/22/2020,Standard Class,50.098,2,801.568
CA-2020-133935,9/18/2020,West,Corporate,Office Supplies,Paper,Xerox 1945,9/22/2020,Standard Class,180.7659,9,368.91
CA-2020-133935,9/18/2020,West,Corporate,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",9/22/2020,Standard Class,-99.6219,9,885.528
CA-2020-136301,3/13/2020,West,Corporate,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",3/15/2020,Second Class,7.3528,2,28.28
CA-2020-136301,3/13/2020,West,Corporate,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3/15/2020,Second Class,196.5036,3,4912.59
US-2018-109456,10/16/2018,West,Consumer,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,10/17/2018,Same Day,5.0232,3,14.352
US-2018-109456,10/16/2018,West,Consumer,Technology,Accessories,Logitech Illuminated - Keyboard,10/17/2018,Same Day,86.3856,3,179.97
CA-2021-151596,10/8/2021,East,Corporate,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",10/11/2021,First Class,11.1176,1,42.76
CA-2019-147879,5/7/2019,South,Consumer,Office Supplies,Paper,Xerox 1902,5/12/2019,Standard Class,21.0128,2,45.68
CA-2020-166625,4/14/2020,East,Consumer,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,4/17/2020,First Class,11.7782,2,25.06
CA-2020-146157,11/21/2020,Central,Consumer,Office Supplies,Paper,Xerox 1910,11/26/2020,Standard Class,13.4512,1,38.432
CA-2020-146157,11/21/2020,Central,Consumer,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",11/26/2020,Standard Class,1.6176,2,21.568
CA-2020-146157,11/21/2020,Central,Consumer,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,11/26/2020,Standard Class,2.0394,3,81.576
CA-2021-159954,9/10/2021,South,Consumer,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,9/14/2021,Standard Class,1.3622,1,2.78
CA-2021-100825,9/9/2021,West,Corporate,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,9/14/2021,Standard Class,23.9688,3,99.87
CA-2018-168305,11/1/2018,West,Home Office,Office Supplies,Labels,Avery 475,11/8/2018,Standard Class,22.2,3,44.4
CA-2018-168305,11/1/2018,West,Home Office,Office Supplies,Paper,Easy-staple paper,11/8/2018,Standard Class,9.63,5,21.4
CA-2020-167682,4/3/2020,Central,Consumer,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",4/9/2020,Standard Class,22.0472,4,71.12
CA-2020-167682,4/3/2020,Central,Consumer,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,4/9/2020,Standard Class,124.7808,4,259.96
CA-2021-108000,1/12/2021,West,Corporate,Office Supplies,Envelopes,Staple envelope,1/16/2021,Standard Class,4.89,1,9.78
CA-2019-146465,11/20/2019,West,Home Office,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,11/24/2019,Standard Class,7.56,9,24.192
CA-2020-159639,11/27/2020,East,Corporate,Furniture,Furnishings,Ultra Door Pull Handle,12/2/2020,Standard Class,10.4148,3,31.56
US-2021-153948,11/6/2021,West,Home Office,Office Supplies,Paper,Xerox 191,11/6/2021,Same Day,28.1718,3,59.94
US-2021-153948,11/6/2021,West,Home Office,Office Supplies,Paper,Easy-staple paper,11/6/2021,Same Day,22.2264,4,45.36
US-2021-153948,11/6/2021,West,Home Office,Office Supplies,Paper,Astroparche Fine Business Paper,11/6/2021,Same Day,12.672,5,26.4
US-2021-153948,11/6/2021,West,Home Office,Office Supplies,Labels,Avery 503,11/6/2021,Same Day,19.872,4,41.4
US-2021-153948,11/6/2021,West,Home Office,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,11/6/2021,Same Day,1.017,1,16.95
US-2020-113985,12/2/2020,West,Corporate,Office Supplies,Binders,GBC VeloBind Cover Sets,12/7/2020,Standard Class,9.264,2,24.704
US-2020-113985,12/2/2020,West,Corporate,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",12/7/2020,Standard Class,26.865,3,59.7
US-2020-113985,12/2/2020,West,Corporate,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",12/7/2020,Standard Class,5.6628,3,14.52
US-2020-113985,12/2/2020,West,Corporate,Office Supplies,Binders,Satellite Sectional Post Binders,12/7/2020,Standard Class,33.8598,3,104.184
CA-2020-155383,12/17/2020,West,Home Office,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",12/22/2020,Standard Class,13.0284,3,46.53
CA-2018-120432,8/24/2018,South,Corporate,Office Supplies,Supplies,Acme Titanium Bonded Scissors,8/26/2018,Second Class,6.63,3,25.5
US-2019-126977,9/17/2019,East,Consumer,Office Supplies,Storage,Woodgrain Magazine Files by Perma,9/23/2019,Standard Class,1.043,5,14.9
US-2019-126977,9/17/2019,East,Consumer,Office Supplies,Labels,Avery 485,9/23/2019,Standard Class,41.2237,7,87.71
US-2019-126977,9/17/2019,East,Consumer,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,9/23/2019,Standard Class,8.8784,2,199.764
US-2019-126977,9/17/2019,East,Consumer,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,9/23/2019,Standard Class,27.434,4,94.6
US-2019-126977,9/17/2019,East,Consumer,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",9/23/2019,Standard Class,158.5764,6,4228.704
US-2019-126977,9/17/2019,East,Consumer,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,9/23/2019,Standard Class,-25.049,5,2003.92
US-2019-126977,9/17/2019,East,Consumer,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,9/23/2019,Standard Class,58.7916,3,209.97
